@RELATION Parkinson
@ATTRIBUTE class {Positive,Negative}
@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE x9 NUMERIC
@ATTRIBUTE x10 NUMERIC
@ATTRIBUTE x11 NUMERIC
@ATTRIBUTE x12 NUMERIC
@ATTRIBUTE x13 NUMERIC
@ATTRIBUTE x14 NUMERIC
@ATTRIBUTE x15 NUMERIC
@ATTRIBUTE x16 NUMERIC
@ATTRIBUTE x17 NUMERIC
@ATTRIBUTE x18 NUMERIC
@ATTRIBUTE x19 NUMERIC
@ATTRIBUTE x20 NUMERIC
@ATTRIBUTE x21 NUMERIC
@ATTRIBUTE x22 NUMERIC
@ATTRIBUTE x23 NUMERIC
@ATTRIBUTE x24 NUMERIC
@ATTRIBUTE x25 NUMERIC
@ATTRIBUTE x26 NUMERIC
@ATTRIBUTE x27 NUMERIC
@ATTRIBUTE x28 NUMERIC
@ATTRIBUTE x29 NUMERIC
@ATTRIBUTE x30 NUMERIC
@ATTRIBUTE x31 NUMERIC
@ATTRIBUTE x32 NUMERIC
@ATTRIBUTE x33 NUMERIC
@ATTRIBUTE x34 NUMERIC
@ATTRIBUTE x35 NUMERIC
@ATTRIBUTE x36 NUMERIC
@ATTRIBUTE x37 NUMERIC
@ATTRIBUTE x38 NUMERIC
@ATTRIBUTE x39 NUMERIC
@ATTRIBUTE x40 NUMERIC
@ATTRIBUTE x41 NUMERIC
@ATTRIBUTE x42 NUMERIC
@ATTRIBUTE x43 NUMERIC
@ATTRIBUTE x44 NUMERIC
@ATTRIBUTE x45 NUMERIC
@ATTRIBUTE x46 NUMERIC
@ATTRIBUTE x47 NUMERIC
@ATTRIBUTE x48 NUMERIC
@ATTRIBUTE x49 NUMERIC
@ATTRIBUTE x50 NUMERIC
@ATTRIBUTE x51 NUMERIC
@ATTRIBUTE x52 NUMERIC
@ATTRIBUTE x53 NUMERIC
@ATTRIBUTE x54 NUMERIC
@ATTRIBUTE x55 NUMERIC
@ATTRIBUTE x56 NUMERIC
@ATTRIBUTE x57 NUMERIC
@ATTRIBUTE x58 NUMERIC
@ATTRIBUTE x59 NUMERIC
@ATTRIBUTE x60 NUMERIC
@ATTRIBUTE x61 NUMERIC
@ATTRIBUTE x62 NUMERIC
@ATTRIBUTE x63 NUMERIC
@ATTRIBUTE x64 NUMERIC
@ATTRIBUTE x65 NUMERIC
@ATTRIBUTE x66 NUMERIC
@ATTRIBUTE x67 NUMERIC
@ATTRIBUTE x68 NUMERIC
@ATTRIBUTE x69 NUMERIC
@ATTRIBUTE x70 NUMERIC
@ATTRIBUTE x71 NUMERIC
@ATTRIBUTE x72 NUMERIC
@ATTRIBUTE x73 NUMERIC
@ATTRIBUTE x74 NUMERIC
@ATTRIBUTE x75 NUMERIC
@ATTRIBUTE x76 NUMERIC
@ATTRIBUTE x77 NUMERIC
@ATTRIBUTE x78 NUMERIC
@ATTRIBUTE x79 NUMERIC
@ATTRIBUTE x80 NUMERIC
@ATTRIBUTE x81 NUMERIC
@ATTRIBUTE x82 NUMERIC
@ATTRIBUTE x83 NUMERIC
@ATTRIBUTE x84 NUMERIC
@ATTRIBUTE x85 NUMERIC
@ATTRIBUTE x86 NUMERIC
@ATTRIBUTE x87 NUMERIC
@ATTRIBUTE x88 NUMERIC
@ATTRIBUTE x89 NUMERIC
@ATTRIBUTE x90 NUMERIC
@ATTRIBUTE x91 NUMERIC
@ATTRIBUTE x92 NUMERIC
@ATTRIBUTE x93 NUMERIC
@ATTRIBUTE x94 NUMERIC
@ATTRIBUTE x95 NUMERIC
@ATTRIBUTE x96 NUMERIC
@ATTRIBUTE x97 NUMERIC
@ATTRIBUTE x98 NUMERIC
@ATTRIBUTE x99 NUMERIC
@ATTRIBUTE x100 NUMERIC
@ATTRIBUTE x101 NUMERIC
@ATTRIBUTE x102 NUMERIC
@ATTRIBUTE x103 NUMERIC
@ATTRIBUTE x104 NUMERIC
@DATA
Negative,-0.449146,1.51955,0.849621,-1.17146,-1.12005,-1.37944,-0.368869,-0.728657,-0.602029,-0.265662,-0.170882,0.446078,-0.500371,-0.337159,1.53637,0.00980936,-1.7629,-1.26195,-1.03326,-0.579817,0.0415515,-0.0340745,0.691857,0.816779,1.89443,-0.191239,-0.436488,-0.310901,0.0654369,0.532176,0.235926,0.511335,0.0974942,-0.451106,0.40459,0.157196,-0.095176,-0.488457,-0.157738,-0.174217,0.132541,-0.174645,-0.045047,0.247836,0.620624,0.721384,0.689673,1.32665,0.544603,0.292901,0.879388,0.563032,-0.533202,3.9255,1.32434,-2.11455,-2.59187,-2.09441,-1.76628,-1.377,-1.14838,-0.330489,-0.168133,3.57417,-1.76113,-0.215497,2.54969,0.933695,-1.43229,-1.72739,-1.3141,-1.41098,-0.820646,-0.33389,-0.489777,-0.433433,-0.136767,-0.966024,-0.309213,0.0593418,-0.0534742,0.245448,0.560895,0.356048,0.318867,-0.250303,-0.226471,-0.18255,-0.291612,0.110441,1.22724,-0.433481,-0.364499,-0.601553,-0.292127,0.351698,0.75418,1.65003,1.37829,1.28173,-0.0614859,-0.298888,0.953037,0.381258
Negative,1.53665,0.352118,0.820514,0.224948,-0.34408,-0.853441,-0.431344,-1.32576,-1.33202,-0.206537,-0.33771,-0.62383,-0.0854525,-0.337159,-0.735391,-0.484865,0.305401,0.581436,0.98813,1.20875,1.14366,1.73068,-0.153689,1.50064,1.16794,-0.589282,1.84,-0.215005,0.454263,0.534933,0.0593846,-0.403034,-0.0293737,-0.387721,-0.0473337,-0.602586,0.0466084,1.23878,-0.592271,-0.174217,-0.749165,-0.0465466,0.867619,1.00948,0.804166,0.433318,0.3443,0.560464,0.0365183,0.549362,1.58599,-0.118085,-0.533202,-0.40771,-0.523867,0.398147,0.749984,0.932433,0.212749,0.0886886,-0.0755426,-0.268073,-0.199363,2.08139,0.574154,-0.215497,0.162135,0.130387,-0.174156,0.251719,-0.447619,-0.172866,-0.107817,-0.0291431,0.0653348,-0.03545,-0.16084,1.05485,-0.309213,0.267862,0.396547,0.762819,0.624767,0.0713589,-0.79989,-1.11751,-0.713103,-0.440253,-0.31076,1.16831,-0.979117,1.66045,0.647692,0.142948,0.514196,0.00498473,-0.327682,-0.404779,-0.0606379,0.0449519,-0.0972027,-0.937803,1.23978,-1.07321
Negative,-0.449146,-1.04967,-0.610778,0.693756,1.35585,0.64694,0.142667,1.10053,0.776839,-0.131547,-0.155772,-0.57494,0.708578,-0.337159,-0.367593,-0.548466,0.416268,0.594198,0.422867,0.580957,0.354499,-0.240711,-0.21252,0.219671,-0.548352,1.00754,1.27088,-0.913914,-0.335102,0.664242,0.746332,1.23492,0.82066,1.13986,1.47385,1.83942,0.846951,2.0379,0.558828,-0.174217,-0.737842,-0.174363,0.629778,0.962064,0.952301,1.0532,1.55613,1.00607,0.587562,1.00384,-0.671559,0.708748,-0.533202,-1.02694,-0.703133,1.95435,1.07403,0.461137,0.491933,0.0886114,-0.189029,-0.199259,-0.340793,-0.472886,-0.397685,-0.215497,0.174537,0.374298,1.19359,0.0644178,-0.242157,-0.570531,-1.2657,-0.464605,-0.595327,-0.41378,0.0772693,1.0394,-0.309213,0.792203,0.33832,0.248238,0.521415,-0.296879,-0.613111,-0.265545,-0.339238,-0.373249,-0.295772,1.30411,-0.455212,-0.433481,-0.0423697,0.0672904,-0.0945212,0.376497,0.175931,0.107671,-0.0312922,-0.337986,0.437961,2.9426,-0.627453,1.31917
Negative,-0.449146,0.646732,0.238268,0.0713507,-0.521948,-0.639776,-0.337562,-0.490707,-0.698771,-0.183417,-0.296188,-0.654827,-0.722378,-0.337159,0.0227641,0.613028,-0.169796,-0.319675,-0.453325,0.273316,-0.0964247,-0.306533,0.731913,-0.483339,-0.856984,-0.678239,-0.436488,0.3558,0.0632154,0.172711,0.152812,-0.364286,-0.592221,-0.317243,-0.605119,-0.938812,-0.518339,-0.318307,-0.333579,-0.174217,1.37208,0.495324,-0.737833,-1.36915,-0.799482,-0.814328,-0.164275,-0.0828702,0.164613,-0.509483,0.376973,0.996002,-0.533202,-0.792844,0.06893,-0.962988,0.152403,0.659097,1.10053,0.412726,0.97477,0.0426164,-0.144232,-0.0472373,0.696184,-0.215497,-0.536098,0.345118,-0.0485094,0.572311,-0.0145993,-0.0640163,0.0212696,-0.135436,0.552759,-0.0721575,-0.0179724,-1.75174,-0.309213,-0.233611,-0.111982,0.273373,0.395841,0.782823,0.506445,0.114474,-0.686272,-0.304315,-0.227014,-0.996023,0.548697,-0.433481,0.17927,0.102973,0.444558,0.475119,0.0635359,-0.346443,-0.179944,-0.784069,-0.323475,0.325156,1.24473,1.2902
Negative,-0.449146,1.01027,0.236101,-0.879976,-0.396497,-0.467478,-0.325263,-0.426338,-0.527703,-0.241253,-0.318669,-0.747246,0.389865,-0.337159,0.681968,-0.00155031,-0.247466,-0.820213,-0.533607,-0.481229,-0.509409,0.288487,-1.09186,-1.12326,-0.699169,0.378865,-0.436488,-0.761612,-0.28839,0.6951,0.671885,1.35302,0.201406,0.900655,0.549861,1.14131,0.406817,-0.63994,-0.172875,-0.174217,-0.142887,0.353583,0.128502,0.346129,0.355421,0.174529,-0.425138,-0.0835971,0.13298,-0.211081,-0.0665846,0.863861,1.40694,0.223803,-0.337168,-0.489059,-0.138128,0.2034,-0.00184936,0.563599,0.757611,-0.000965812,0.0727792,-0.603281,-0.954781,-0.215497,-0.144047,0.0235364,0.0200445,0.090501,0.286041,0.254402,-0.045075,-0.0922858,-0.213712,-0.201153,-0.628459,-0.470839,-0.309213,-0.0503875,0.0667537,1.19249,0.746286,-0.180436,-0.504037,-0.846887,-0.583756,-0.319118,-0.318011,-1.06888,-1.20286,-0.433481,-0.421823,-0.346407,0.0771083,0.425938,0.832336,0.826271,0.234248,1.12409,-0.0158914,0.0862043,0.0453751,-1.19258
Negative,1.85335,1.70488,-0.019253,-1.18791,-0.74743,-0.855323,-0.434104,-0.512549,-0.626805,-0.22715,-0.266335,-0.67733,0.60996,-0.337159,2.72656,-0.657505,-2.36001,-1.5495,-1.55418,-1.66607,-1.74968,-1.52801,-1.26398,-0.943,-0.686635,1.39848,-0.436488,-1.14345,-1.00671,0.269575,1.80205,1.8771,1.97503,2.04219,2.11822,2.05174,0.393679,-0.776495,-0.39691,-0.174217,-0.128188,-0.186783,0.396016,0.702762,0.488861,0.251537,0.774184,0.267147,0.131809,-0.422163,-0.507069,0.300952,-0.533202,0.455023,0.760204,-0.69199,-0.386801,-0.452293,-0.323781,-0.549436,-0.560815,-0.0946496,-0.0490627,0.0697481,-1.42388,-0.215497,1.67621,1.65144,-1.09906,-1.46531,-1.0797,-1.43115,-1.04933,-0.443852,-0.621391,-0.369021,-0.0227614,-0.366838,3.05215,-1.10959,-1.66898,-1.73775,-1.41793,-0.726059,-0.994658,-1.3829,-0.839792,4.0655,4.01651,-1.00439,0.785518,-0.433481,-0.484293,-0.24806,-0.531332,0.237692,0.806149,1.25104,1.18001,1.22468,0.284431,0.589491,-1.21066,-1.33532
Negative,1.93894,-1.2638,-0.433466,1.1484,1.50511,0.741975,0.0292487,-0.190901,0.183409,-0.244507,-0.317563,0.399175,-0.585216,3.19012,-0.168354,2.02721,0.276828,-0.730503,-1.03612,-0.862969,-1.02734,-0.705396,-1.29089,-1.58743,-0.181084,-0.176109,1.60158,0.594199,1.17256,-0.185054,-1.0147,-0.992561,-1.31295,-0.864014,-0.91062,-1.01141,-0.457027,-0.202096,0.466033,-0.174217,1.23243,1.13928,-0.564717,-1.25466,-1.5945,-1.57518,-2.1132,-1.60216,-0.909355,-0.514984,-0.659598,-1.90539,2.28801,-1.32319,-1.13634,0.632842,1.45171,1.16805,1.4486,0.511611,0.433132,-0.08475,-0.0534978,-0.323288,1.03707,-0.215497,-0.877989,0.0970656,1.3824,1.15918,0.0796013,-0.257264,-0.672347,-0.279689,-0.178183,-0.308679,-0.363165,-1.38968,-0.309213,1.30682,1.13032,0.0964472,-0.912174,-1.3858,-0.640273,-1.05353,-0.666654,0.233886,0.150638,-1.16813,-0.330888,1.72658,1.62158,1.13861,0.507925,-0.79872,-1.28331,-1.02213,-0.9215,-1.23552,-0.451427,-0.521175,-0.390798,-1.13281
Negative,-0.449146,-1.70263,-1.80276,0.714066,1.58768,2.02514,0.968219,2.68809,2.59223,0.285441,-0.0368545,1.62853,-0.517383,-0.337159,-0.0496442,1.05087,0.0248931,-0.0856863,-0.681653,-0.556589,-0.889929,-1.16026,-0.767664,0.775094,-0.082237,0.0420966,-0.436488,0.23109,0.411569,-0.0373639,-0.015405,-0.397854,-0.373622,-0.320412,-0.394835,-0.697559,-0.120358,1.71408,1.40626,0.0670024,-0.236567,0.11604,0.351072,0.632378,0.481217,0.0658582,0.0733041,0.169012,0.000198693,-0.715752,0.224539,-1.52305,-0.533202,-0.743003,-0.872647,0.256422,0.499876,1.01963,0.621434,0.988373,0.733832,0.116984,-0.0303983,-0.297161,-1.78693,0.194883,0.51905,1.12041,1.23562,-1.10787,-1.0489,-0.973906,-0.942228,-0.438031,-0.663792,-0.346339,2.76065,-0.515162,-0.309213,2.11055,1.38302,-0.0974506,-1.06601,-0.762543,-0.876796,-0.587693,-1.03546,-0.437616,-0.308524,1.2813,1.23834,-0.433481,-0.462223,0.141597,0.648817,0.657915,0.432626,-0.119161,-0.767572,-0.259889,-0.397525,0.0177491,0.572662,1.55064
Negative,-0.449146,1.38242,0.661443,-0.855224,-0.789672,-1.11596,-0.611151,-0.934906,-0.78578,-0.283697,-0.352084,-0.742104,-0.417762,-0.337159,-0.378908,-0.486318,0.0214337,0.416573,0.758238,0.297595,0.477564,1.87641,1.95486,1.842,-0.884194,-1.15283,-0.436488,0.697049,0.569963,-0.379951,-0.607041,-0.719683,-0.903019,-0.395719,-0.384191,0.606953,0.0148574,-0.367834,0.87538,0.0985085,0.623243,0.294428,0.0240385,-0.432227,-0.416224,-0.576382,-0.590926,-0.543381,-0.0103457,-0.410474,-0.684836,1.00143,-0.533202,0.0888802,0.722989,-1.02015,-0.674247,0.232445,-0.366528,0.552569,0.316752,-0.232217,-0.228438,-0.694134,0.835745,-0.215497,-0.265383,-0.178056,-0.369425,0.212766,1.00357,-0.147174,-0.119825,0.158978,0.480534,-0.124622,-0.664883,0.249765,-0.309213,0.251712,0.51242,0.721436,0.487814,-0.539424,-0.786842,-0.142339,-0.339364,-0.44112,-0.276974,-1.13075,-1.76986,-0.433481,-0.584014,-0.618405,0.206521,0.0955225,0.550672,1.04094,1.29734,1.62896,0.557409,0.67256,-0.620714,0.211055
Negative,-0.449146,-0.147646,-0.418555,0.508808,0.363191,0.118403,-0.0296619,0.599303,-0.431256,-0.203283,-0.295696,-0.761751,0.0795295,-0.337159,0.0934695,0.288154,-0.195875,-0.232884,-0.0272064,-0.411335,0.0821327,0.259342,0.164252,-0.340259,-0.580898,0.560586,2.91671,-0.830318,-0.313635,0.278013,1.10459,1.05313,0.903021,1.22513,0.915198,1.95677,0.979976,-0.417299,0.797434,-0.174217,-0.0513528,0.0833375,0.469656,0.371729,-0.010578,0.0108863,-0.227227,0.405628,0.203276,0.168453,-0.947983,0.551539,1.05095,0.370109,0.327575,-0.0152407,-0.351854,0.449321,-0.639823,-0.39139,-0.406187,-0.340569,-0.171952,-0.208394,-0.603801,-0.215497,-0.875301,-0.664003,0.988864,0.469995,0.724389,0.664851,0.574842,-0.142016,0.249594,-0.0695603,-0.493724,0.337559,-0.309213,-0.229357,0.413468,0.119619,0.451069,-0.143656,0.805281,-0.299046,-0.0652306,-0.298253,-0.276449,0.877656,0.0789413,-0.433481,-0.359583,0.128042,0.444388,0.461585,-0.308938,0.155541,0.14764,0.694552,0.0794843,-0.00994059,0.190936,-1.11532
Negative,2.11869,-1.69232,-1.80636,1.02631,1.91692,1.87263,0.723877,2.03358,2.08669,-0.0539129,-0.000368545,0.421735,-0.0307644,-0.337159,-2.19826,-2.76043,1.40508,2.8035,3.23143,3.08633,3.51493,2.61814,3.11709,2.04367,1.13529,-0.287883,-0.436488,-0.253259,-0.347846,0.0090626,0.323837,0.62351,0.784117,1.55397,1.45371,1.72043,1.85532,-0.293558,0.0188278,-0.174217,-3.07058,-4.90457,-4.36401,-3.45117,-2.64797,-2.03326,-2.46095,-1.91001,-1.15422,-1.39713,-0.970534,-2.15696,-0.533202,-1.44707,-1.07484,-0.944339,1.68765,1.65547,2.2739,0.691795,0.239878,0.10799,-0.0286736,-0.0376327,0.857323,-0.215497,-1.82594,-2.01726,0.0711926,1.95481,3.02783,1.9703,1.2903,-0.0635194,0.0741523,0.198647,-0.143888,1.06982,-0.309213,0.232011,-0.0237684,0.0663008,-0.428611,0.193575,0.519919,0.940801,1.58362,-0.086413,-0.28372,-0.889014,-0.650633,-0.433481,-2.94732,-3.86505,-4.80929,-4.2196,-3.43475,-2.88035,-1.74263,-2.19824,-0.643749,-1.43006,-1.49378,-1.51555
Negative,-0.449146,-1.06148,-0.436585,1.051,0.991553,0.865814,-0.115337,0.597757,0.306106,-0.146261,-0.0737091,-0.535816,-0.726134,2.1106,0.276608,0.329003,0.180997,-0.293065,-0.648472,-0.851723,-1.02319,-0.189297,-0.831503,0.0619443,-0.781995,-0.626915,-0.436488,0.121673,0.0280953,0.304081,0.423431,-0.187142,-0.631856,-0.45669,-0.278042,-0.264177,-0.26269,-0.511721,-0.235749,-0.174217,0.521477,0.479192,-0.167167,-0.187553,-0.447291,-0.475507,-0.884774,-0.851964,-0.041979,-0.864265,-0.762181,0.115564,-0.533202,0.094502,-0.0635596,1.17534,0.898771,-0.180237,-0.726906,-0.753377,-1.20524,-0.355479,-0.200657,-0.549553,-1.76332,-0.215497,1.30844,0.420362,-0.849858,-0.170803,-0.710227,-0.91129,-0.275105,-0.450812,-0.594679,-0.277079,-0.271131,-0.756866,-0.309213,0.125896,0.300245,0.511315,0.583527,-0.441296,-0.340798,0.185286,0.046777,-0.332188,-0.303742,1.24621,-1.7793,-0.433481,-0.0676393,0.317065,0.107548,0.0127816,0.428837,0.131906,-0.0451408,0.0902425,-0.114799,-0.213255,1.18076,-0.717661
Negative,-0.449146,0.374196,0.727747,0.372366,-0.630609,-0.634435,-0.546789,-1.10404,-0.472254,-0.281663,-0.126411,1.26205,0.40329,-0.337159,-0.407464,-0.973925,0.462437,0.526868,0.438568,1.14148,1.3175,1.43596,0.0240574,0.113769,2.19296,0.646609,-0.436488,2.25238,1.01079,-1.43139,-2.01311,-2.03745,-1.81939,-1.58615,-1.261,-0.114077,-0.270354,2.69887,2.23625,-0.174217,-0.950767,-0.0971972,0.971193,0.914682,1.0455,1.06609,0.881547,0.741834,0.737527,0.318341,-0.51352,-1.83591,1.92312,-0.627155,-0.677773,-0.046895,0.449933,0.655604,1.45422,0.456615,0.481445,0.0155737,-0.134561,-0.162639,-1.24874,-0.215497,-1.05779,-1.69507,0.45784,0.740265,0.626033,2.81211,2.50822,0.000340396,-0.422479,-0.334305,-0.0273204,-0.163424,-0.309213,1.65657,2.15828,0.802136,-0.778899,-1.67825,-1.95502,-1.80563,-1.68662,-0.546665,-0.311188,1.29194,1.39258,-0.433481,-1.49008,-1.28032,-0.895551,-1.09873,1.41113,0.203761,5.50636,0.443277,7.20322,-0.489639,-0.138002,0.137672
Negative,-0.449146,-0.0528814,0.0317437,0.429112,0.337,-0.170773,-0.213102,-0.554882,-0.795808,-0.22281,-0.307121,0.956171,-0.116969,-0.337159,-1.18235,-0.793789,1.58397,1.0508,1.04235,0.746286,1.13724,0.47482,-1.15883,0.381904,1.98784,-0.313779,-0.436488,-0.415017,-0.581953,0.20875,0.474307,1.40615,0.86095,0.0343931,1.57539,0.0813273,6.18877,-0.791827,0.142682,-0.174217,-0.432114,0.0434623,0.670123,0.432039,0.617172,0.556707,0.372542,0.26533,-0.235293,0.548674,0.501278,0.873073,-0.533202,-0.0675506,-0.119204,-0.415789,0.721035,1.03505,-0.460163,0.0969419,-0.653919,-0.241272,-0.277347,2.11131,1.17681,-0.215497,0.066639,-0.17423,0.149839,0.389171,-0.227101,0.198984,-0.0221096,-0.188624,0.0462735,-0.261842,-0.664657,-1.38509,-0.309213,0.306784,0.275697,0.296106,0.157077,0.0860485,0.0756333,0.155755,-0.409227,-0.293607,-0.33504,-1.14178,1.48226,-0.433481,-0.0168441,-0.0923547,-0.352752,0.10165,0.469302,0.966877,0.397243,1.18578,0.0158351,1.3907,0.915326,1.42349
Negative,-0.449146,0.0746814,0.545597,0.391775,-0.217454,-0.401904,-0.460031,-0.284457,-0.721187,-0.179687,-0.225181,-0.753652,-0.164579,-0.337159,-1.08826,-1.08653,0.256505,1.17412,1.60174,1.91021,1.81448,2.2995,2.79227,2.49319,-0.600833,-0.264831,-0.436488,-0.170482,0.136909,0.457397,0.283822,-0.110279,-0.0706948,-0.285852,0.295277,0.658806,0.0351123,-0.355451,0.286876,-0.174217,-0.567289,0.439426,0.491174,0.561963,0.54059,0.110011,0.419325,-0.764368,0.00527563,-0.319029,-0.302064,0.783139,-0.533202,-0.553233,-0.0764907,0.863996,0.278674,-0.152356,0.159613,0.275583,0.0920444,-0.0316303,-0.157661,-0.732591,-1.78183,7.32742,-0.156736,-1.39004,-1.07305,0.265705,-0.945264,-0.665914,0.916096,0.877211,3.26698,4.01623,-0.642401,-0.423751,3.2284,-0.0295034,0.154847,0.791648,0.135546,0.589934,-0.553461,-0.29333,-0.648683,-0.255381,-0.285916,-0.65487,1.9685,-0.433481,-0.494918,-0.625111,-0.19292,0.404582,0.91895,1.56826,1.21337,1.08664,-0.0939974,0.0777435,-0.51821,1.04567
Negative,-0.449146,0.048473,0.563971,-0.184023,-0.167019,-0.341538,-0.176519,0.565089,0.681571,-0.235286,-0.294345,2.5478,-0.112431,-0.337159,-0.715252,-0.586342,1.0164,0.287416,0.648282,0.873147,1.0725,-0.397898,1.79088,3.06213,0.655885,-0.684406,-0.436488,1.79734,0.581192,-1.10941,-1.62443,-1.30942,-0.940499,-0.942792,-1.0254,0.250532,-0.256668,-0.6813,-1.66982,-0.174217,0.496877,0.59119,0.0997614,-0.476529,-0.670579,-0.807407,-0.781075,-0.789448,-0.36456,-0.61468,1.27234,-1.56019,-0.533202,0.263603,0.259143,0.38564,-0.18642,-0.58966,-0.230808,-0.501691,-0.396625,-0.0224551,0.0469078,-0.0407986,-1.71904,-0.215497,-0.918324,-0.710516,-0.0424366,1.03108,0.750933,1.64772,0.777028,-0.0904721,-0.324838,-0.165918,0.164999,0.874979,-0.309213,2.76714,2.59328,0.397963,-1.13726,-2.17722,-2.41955,-2.20494,-1.91342,-0.533398,-0.323998,0.132129,-0.338015,1.87352,-0.461251,0.0091762,0.363611,0.288019,0.641853,0.712655,-0.146532,-0.275276,-0.172561,-0.48041,0.70646,0.448678
Negative,-0.449146,0.582173,1.63776,-0.253065,-0.714153,-1.33785,-0.681277,-1.29231,-1.08132,-0.310412,-0.31744,-0.725803,-0.38362,-0.337159,0.0697274,-0.507782,-0.0134261,0.163086,0.0903027,0.257761,0.26975,0.202362,0.716266,-0.928354,-0.608574,-0.682684,-0.436488,2.5117,0.407066,-1.7762,-1.76599,-1.53039,-1.4787,-0.829755,-1.0067,-0.740679,-0.451005,-0.370067,0.16459,-0.174217,0.104222,0.575512,0.363848,-0.1181,-0.530186,-0.691337,-0.0890345,-1.15837,0.246235,-0.257148,-0.496464,0.112337,1.50483,0.723693,1.81238,-0.0124738,-1.15025,-1.50297,-1.26297,-1.09755,-0.958645,-0.313889,-0.198562,-0.663732,-1.38347,0.228204,0.333653,0.164896,-1.1836,0.327309,0.555248,0.354501,-0.390382,-0.235907,-0.604274,-0.267989,-0.584865,1.47366,3.24099,-0.211351,-0.611861,-1.76013,-1.90674,-1.88568,-2.04727,-1.93876,-1.4135,5.23895,3.40373,0.0261751,0.601002,1.05799,-0.594255,0.190449,1.0689,1.24847,-0.509706,-0.609278,-0.720257,-0.720053,-0.213708,-0.841914,-0.92008,-0.439689
Negative,-0.449146,-0.922138,-0.0640106,1.27277,0.545122,0.436339,-0.16139,-0.0965712,0.31407,-0.190265,-0.156632,-0.822596,-0.611838,-0.337159,-0.2184,1.20806,0.501421,-0.21084,-0.745965,-0.599157,-1.06471,-1.11114,-0.89847,-0.544177,-0.649803,0.150654,-0.436488,-1.16589,-0.738368,1.1389,1.49132,1.3823,1.19845,1.25667,0.236881,-0.00764149,-0.0218204,-0.662847,-0.645298,0.0827555,-0.734237,-0.324357,0.772266,0.99886,0.89214,1.28304,1.41427,1.57853,0.3673,0.519109,-0.460672,0.425422,-0.533202,-0.216821,0.00279278,0.650606,0.399642,0.216205,-0.503573,-0.0674295,-0.316103,-0.186764,-0.177372,-0.253295,0.918826,-0.215497,-0.56022,0.369944,1.76169,0.386082,-0.538544,-0.00723353,-0.380551,-0.504591,-0.888638,-0.315259,-0.501568,-0.758579,-0.309213,-0.948146,-0.156079,0.0348112,0.56253,0.630747,0.962128,0.893328,0.889555,-0.208769,-0.239961,-0.907041,-1.08467,-0.433481,-1.18063,-0.901354,-0.270211,0.797737,1.80333,1.60626,0.852541,1.49396,0.308307,0.906384,-1.16861,-1.17276
Negative,-0.449146,0.0231679,0.486881,0.0828737,-0.0490564,-0.27128,-0.172082,-0.54309,-0.886356,-0.172568,-0.169777,-0.683514,-0.920822,-0.337159,-0.994724,-0.187994,1.48824,0.961686,0.429072,0.183557,-0.256296,-0.515789,-0.179349,-0.581355,-0.542004,-1.06916,-0.436488,-0.24093,-0.09635,-0.0321281,0.634644,0.605431,0.479972,0.457714,0.259031,0.132634,0.234377,-0.2311,-1.14235,-0.174217,1.52866,0.859478,-1.03446,-1.49394,-1.29355,-0.875266,-1.22713,-1.08058,-0.372371,0.737754,0.301064,0.0431217,-0.533202,-0.0128152,-0.149488,0.450055,0.560208,-0.357242,-0.398821,-0.212826,0.338518,0.0434012,-0.168379,-0.547759,0.0474818,-0.215497,-0.273644,-0.610657,1.20509,0.42791,0.415976,0.0418541,-0.126955,-0.157453,-0.276083,-0.354304,-0.1941,0.71037,-0.309213,0.66015,0.573597,0.166065,0.655319,-0.396006,-0.858103,-0.394388,-0.109021,-0.437065,-0.295111,0.96452,1.86757,-0.433481,3.27962,2.52563,-0.602033,-1.91646,-2.29165,-2.09225,-1.1395,-1.62615,-0.428009,-0.051988,0.262008,-0.0171156
Negative,-0.449146,0.453674,0.753153,0.119374,-0.808543,-0.76182,-0.393957,-0.522021,-0.292927,-0.0570996,-0.242994,0.704315,-0.725514,-0.337159,0.576149,1.29058,-1.06647,-0.883725,-0.640919,-0.825447,-0.164375,-0.839988,0.0378265,-1.36548,0.293057,-0.556435,-0.436488,0.0391492,0.147593,-0.303335,0.00521954,0.222651,0.901615,0.172029,0.855651,0.7314,-0.485494,-0.750407,-0.412069,0.0512493,1.06714,0.518628,-0.304015,-0.568245,-1.01986,-1.21958,-1.75058,-1.42406,-0.675815,-0.437977,2.01835,0.762048,-0.533202,0.101718,0.490468,-0.621708,-0.0493256,-1.22667,-0.508138,0.391746,0.126895,-0.0613894,0.736442,-0.681664,0.795688,-0.215497,1.00975,1.40922,-0.364892,-1.15888,-0.865338,-0.976513,-1.1165,-0.4498,-0.371389,-0.150594,-0.540364,-1.45029,-0.309213,-0.476959,-0.493199,-0.536213,0.299154,0.793775,1.46132,1.41132,1.6307,0.103223,-0.26984,1.14031,0.205644,-0.433481,1.16645,1.24548,0.353918,0.113046,-0.913713,-1.61996,-1.38317,-1.82909,-0.566035,-0.78756,1.12508,1.18358
